,Company_Name,Company_Address,Comapany_Code,latitude,longitude
1,24/7 Customer Pvt Ltd ,"Survey No 2/1, 2/2, 2/3, & 5/1, Challaghatta Varthur Hobli, 
south Bangalore, 
Bangalore district ",,,
2,247 Learning Solutions Pvt Ltd ,"No 20, Annaswamy Mudaliar Road, Ulsoor Lake, 
Bangalore 560 042 ",560042,12.980206859586975,77.61415261302578
3,Accenture Services Pvt Ltd ,"71 Cunningham RoadBangalore - 560 052 ",560052,12.99023455,77.59596174635868
4,Accord Software & Systems Pvt Ltd ,"# 37, K.R. Colony, Domlur Layout, 
Bangalore - 560 071 ",560071,12.957564082959113,77.64042341772215
5,Acme Insurance Services Pvt Ltd ,"3rd Floor, Monarch Chambers, 122, Infantry Road, Bangalore - 560 001 ",560001,-33.03813635,137.57591912271056
6,Adaptec (India) Pvt Ltd ,"No:5 , First Floor, 
Salarpuria Infinity
Ward No: 63, Banneraghatta Road
Bangalore - 560029
Karnataka ",560029,12.9261819,77.5973726
7,Adea International Pvt Ltd ,"No.319/1, Bommanahalli
Hosur Main Road
Begur Hobli
Bangalore - 560 068 ",560068,12.9002942,77.6198236
8,Aditi Technologies Pvt Ltd ,"224/16 Ramana Maharishi Rd
Bangalore 560 080 ",560080,13.000094943691941,77.58333132501576
9,Affiliated Computer Services of India (P) Ltd (ACS) ,"Level 2, Creator Block International Tech Park Whitefield, Bangalore 560 066 ",560066,12.9535612,77.7158014
10,Ajax.com Pvt Ltd ,"#1, 3rd Floor Maruthi Complex, 
Above Food World, R T Nagar Main Road, 
Bangalore 560032 ",560032,13.025286340811455,77.59843032011423
11,Akamai Technologies India Pvt Ltd ,"Salarpuria Ascent
#77, Jyothi Nivas College Road
Koramangala Industrial Layout
Koramangala, Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
12,Altair Engineering India Pvt Ltd ,"Mercury 2B Block, 5th Floor,
Prestige Tech Park,
Sarjapur Marathhalli Outer Ring Road,
Bangalore 560 078 ",560078,12.9005095,77.5704067
13,Antares Systems Ltd ,"#24, 1st Floor, Sudha Complex, 
3rd Stage, 4th Block, Basaveshwara Nagar
Bangalore - 560 079 ",560079,12.985886236995064,77.53808930867139
14,ANZ Information Technology Pvt. Ltd. ,"Cherry Hills
Embassy Golf Links Business Park, 
Off Intermediate Ring road, Domlur, 
Bangalore, India
PIN Code - 560071 ",560071,12.957564082959113,77.64042341772215
15,Arowana Consulting Ltd ,"887, 
14 A Cross
Indira Nagar 2nd Stage
Bangalore 5600 38 ",560038,12.9761706,77.6322055
16,Artech Infosystems Pvt Ltd ,"#50, HIG, KHB Colony, 2nd Floor, 80 Feet Road, Koramangala, Bangalore 560095 ",560095,12.937528616818211,77.61787723568303
17,Ascendas Property Management Services (India) Pvt Ltd ,"3rd Floor, Discoverer BuildingInternational Tech Park, Bangalore (ITPB)Whitefield RoadBangalore 560 066Karnataka ",560066,12.9535612,77.7158014
18,ASM Technologies Ltd ,"80/2 Lusanne Court, 
Richmond Road, 
Bangalore - 560 0025 ",600025,13.011609723750137,80.23749234534317
19,Aspect Technology Center (India) Pvt Ltd ,"Embassy Star, 2nd Floor, No 8 Palace Road, Bangalore 560-052 ",560052,12.99023455,77.59596174635868
20,Avaya GlobalConnect Ltd ,"Surya Chambers, 3rd Floor124, Airport Road, MurgeshpalayaBangalore 560 017 ",560017,12.95382391008876,77.65615838578314
21,Axes Technologies (I) Pvt Ltd ,"9/7 Hosur Road
Bangalore, Karnataka 560 029 ",560029,12.9261819,77.5973726
22,Aztecsoft Ltd ,"# 23, III A Cross
18th Main, 6th Block
Koramangala
Bangalore - 560 095 ",560095,12.937528616818211,77.61787723568303
23,BAeHAL Software Limited ,"""HAL Estate"" Airport Lane, 
Airport Road, 
BANGALORE - 560017 ",560017,12.95382391008876,77.65615838578314
24,Bahwan CyberTek Pvt Ltd ,"#30, Prestige Meridian II, Unit 701 & 702, M. G. Road, Bangalore - 560 001 ",560001,-33.03813635,137.57591912271056
25,Bangalore Softsell Ltd ,"No.17, Second Floor, 100 ft. Ring Road, 
3rd Phase, 6th Block, BSK III Stage, Kathriguppe, 
Bangalore, India. 560085 ",560085,12.93793005,77.54166935
26,Bells Softech Limited ,"# 91, HRS Chambers
Level - 1, Richmond Road
Bangalore-560 025 ",560025,12.968552155411857,77.60746302912958
27,BEML Technology Division (A div of Bharat Earth Movers Ltd) ,"BEML Technology Division
BEML SOUDHA
23/1, 4TH MAIN
S. R. NAGAR, 
BANGALORE 560027.
 ",560027,12.960413629800819,77.59218748637409
28,Bharti Telesoft Ltd. ,"Maruti Towers, 138, Airport Road, Bangalore - 560008 ",560008,12.969628658000453,77.63685481420711
29,Blue Chip Computer Consultants Pvt Ltd ,"20-21, Pattalamma Layout, Singasandra, Hosur Main Road, Bangalore - 560 068 ",560068,12.9002942,77.6198236
30,Blue Star Infotech Ltd ,"Salapuri Centre, #7, 18th Main Road, 7th Block, Koramangala, Bangalore - 560 034 ",560034,,
31,Borland India Pvt Ltd ,"2nd Floor, Salarpuria House
No. 496, CMH Road
Indiranagar, Bangalore-560 038 ",560038,12.9761706,77.6322055
32,Business Process Outsourcing (India) Pvt Ltd ,"Salarpuria Hallmark, 
Ground Floor, Block 'A', 
15/3, 16, Kadubeesanahalli, 
Outer Ring Road, 
Bangalore-560 087 ",560087,12.932897914896834,77.73705201728961
33,C1 India Pvt Ltd ,"211, Ranka Court, 2nd Block, 18 Cambridge Layout, Ulsoor, Bangalore- 560-008 ",560008,12.969628658000453,77.63685481420711
34,Cable and Wireless (India) Ltd ,"Unit 2(B), Creator Building
International Tech Park
Whitefield Road
Bangalore , 560 066 ",560066,12.9535612,77.7158014
35,Cadence Design Systems India Pvt. Ltd ,"2nd Floor, 3B Building, RMZ EcospaceSarjapur Outer Ring RoadBangalore 560 037 ",560037,12.9464213,77.64729015
36,CADES Digitech Pvt Ltd ,"Anchorage, 
# 100/1, Richmond Road, 
Bangalore - 560 025 ",560025,12.968552155411857,77.60746302912958
37,Canarys Automation Pvt Ltd ,"#135, 7th Main, 4th Block, 
Jayanagar, 
Bangalore - 560011, 
Karnataka ",560011,,
38,Canbank Computer Services Ltd. ,"(A subsidiary of Canara Bank)
7th Floor, Naveena Complex, MG Road, 
Bangalore 560 001.
 ",560001,-33.03813635,137.57591912271056
39,Capco IT Services India Pvt Ltd ,"Salarpuria Annexe, 351/5 - 10 Luskar
Hosur Road, Bangalore - 560 034
 ",560034,,
40,Capital One Services (India) Pvt Ltd ,"Capital One
Attn: Customer Relations
PO Box 503
Scarborough STN D
Scarborough, Ontario
M1R 5L1 ",503151,48.0781676,18.265067459683678
41,CB Richard Ellis South Asia Pvt Ltd ,"The Hulkul# 81/37, Lavelle RoadBangalore - 560 001 ",560001,-33.03813635,137.57591912271056
42,CCG (India) Pvt Ltd ,"No. 2/21, Shantha Complex, 1st Main, 1st Cross, RMV Extn. 2nd Stage, Bangalore 560094.Karnataka ",560094,13.037150683873445,77.5719464187691
43,CCG (India) Pvt Ltd ,"No. 111, 7 th Cross, Rajmahal Vilas ExtensionBangalore 560080.Karnataka ",560080,13.000094943691941,77.58333132501576
44,Celstream Technologies Pvt Ltd ,"Prestige Blue Chip, Block II
9, Hosur Road, Bangalore 560029 ",560029,12.9261819,77.5973726
45,Centre for Development of Advanced Computing (C - DAC) ,"C-DAC Knowledge Park
Opp. HAL Aeroengine Division
No. 1, Old Madras Road
Byappanahalli
Bangalore - 560 038
 ",560038,12.9761706,77.6322055
46,CG-Smith Software Pvt Ltd ,"'Kushal Arcade', 1-A
Peenya Industrial Area, 2nd Phase
Bangalore 560058 ",560058,13.0308211,77.5173271
47,CGI Information Systems and Management Consultants Pvt Ltd ,"#38/1, Naganathapura, 
Electronic City Post
Bangalore, India 560 100 ",560100,12.8413312,77.662315
48,CITEC Information India Pvt Ltd ,"No. 12 ""Richmond Towers"", Richmond road
Bangalore 560 025 ",560025,12.968552155411857,77.60746302912958
49,Citigroup Information Technology Operations and Solutions Ltd ,"102, 'E' Wing, Mittal Towers, 
M. G. Road, 
Bangalore - 560 001, 
 ",560001,-33.03813635,137.57591912271056
50,Citrix Systems India Pvt Ltd ,"#69/3, Millers Road
Bangalore, 560052
 ",560052,12.99023455,77.59596174635868
51,City Info Services Pvt Ltd ,"102, 'E' Wing, Mittal Towers, 
M. G. Road, 
Bangalore - 560 001, 
 ",560001,-33.03813635,137.57591912271056
52,CLI3L e-Services Limited ,"ITC Infotechpark Campus
Pulikeshinagar P.O.
Bangalore, Karnataka 560 005
 ",560005,13.42885218888874,77.62720281604149
53,Comat Technologies (P) Ltd. ,"1199-63/1, 18th Main, 
5th Block, Rajajinagar
Bangalore - 560 010
Karnataka ",560010,12.9910376,77.5496852
54,CoreObjects India Pvt. Ltd. ,"Brigade MLR, #50, Vani Vilas Road, 
Opp. National College, Basavanagudi, 
Bangalore - 560 004 ",560004,12.9448286,77.5670946
55,Corpus Software Pvt Ltd ,"Oxford House �, 5th Floor, #15, Rustam Bagh Road, 
Off Airport Road, Bangalore - 560 017 ",560017,12.95382391008876,77.65615838578314
56,Corpus Software Pvt Ltd ,"Level II, Prestige Poseidon, 
139, Residency Road
Bangalore 560025 ",560025,12.968552155411857,77.60746302912958
57,Cranes Software International Ltd ,"Cranes Varsity, 
5, Service Road, 
Domlur Layout, 
Airport Road, 
Bangalore - 560 071
 ",560071,12.957564082959113,77.64042341772215
